ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML
0.146973018,0.189413747,-0.109569581,-1.011400169,-0.124793121,0.208421711,-0.137560544,-0.174042637,0.06826534,0.209320122,-0.379135967,0.00439514,-0.178149339,-0.006153215,-0.381025702,-0.186014078,-0.354502211,-0.054878706,0.261197451,-0.224799903,-0.458805332,-0.114346164,-0.025494492,-0.287668133,0.110100187,-0.060866105,-0.322850047,0.059985473,-0.003340302,-0.413941297,-0.129223843,0.075492007,-0.246853322,0.068793995,-0.151239507,-0.158000448,0.14839488,-0.020218957,-0.262107087,0.555808194,-0.275230325,-0.154085359,-0.204829743,0.041853816,-0.151773011,-0.089251508,-0.224619603,-0.100200487,-0.228587904,0.022680795,0.380647646,0.16583796,-0.146262199,-0.092605643,-0.106032988,-0.058224349,0.018636413,-0.176720583,-0.10691701,-0.202496383,0.583099883,0.111161492,-0.340496103,-0.301806164,-0.081135053,-0.126742332,0.154619094,-0.396573683,0.156754478,0.241419622,-0.120896114,0.000175805
1.462886689,1.239832993,1.267216602,1.098818173,0.954403637,1.470100352,0.723079433,1.169381488,0.993386142,0.742857958,1.213715925,1.160717585,0.917891196,1.163826529,0.637750889,0.826584798,1.004970765,1.17287174,1.325036007,0.508010178,1.118318341,1.239453918,1.199156479,-0.017757242,1.183429227,1.181307189,1.419675884,1.045409132,1.371271414,1.116349201,1.061948153,0.815012375,1.426937259,0.818448011,1.250520278,0.977388101,0.992810409,1.325882367,0.832785643,1.047841278,1.277883509,1.088904912,1.188401489,0.607446713,1.145338378,1.102361849,1.085412918,1.039657423,0.82238632,1.048754933,0.475471651,1.318718347,1.011986735,1.030645156,1.076897275,1.345182151,1.397861773,1.187333532,1.239453918,1.1555608,1.422571436,1.382613002,1.411059874,0.783795131,0.976821367,1.539920453,1.291526272,1.003224489,0.321183602,1.360546987,0.455487454,1.387199825
-0.278701228,0.212555805,-0.004570947,0.440133956,0.121604522,0.609562326,0.166016202,-0.095430984,0.291885034,-0.423537023,-0.01933976,0.548845859,0.141821237,0.514220596,0.415665691,0.717837735,-0.207882746,0.223718211,0.596909054,-0.39505264,0.456267679,0.217593529,0.197832955,-0.065093805,0.823619659,0.201958072,0.624449043,0.378380453,0.500822567,0.109923315,-0.654212093,1.047841278,0.226783688,0.444205004,0.199626067,-0.034816431,-0.05452657,0.357873946,0.231115058,0.262107087,-0.036751525,0.370083923,-0.025846218,0.097020572,-0.117709021,-0.491279094,0.138802985,-0.109569581,0.435683541,0.002109662,0.529935656,0.424498729,0.197115889,0.656827396,-0.172436469,0.361625098,-0.183510436,0.490882424,0.110277062,0.230934498,0.394102452,0.062451361,0.298863516,0.338261383,0.292618936,-0.551914178,0.058400454,-0.362751435,0.686567731,0.109039006,0.160136969,0.321368718
-1.096249595,-1.469065142,-0.031650191,-1.609768291,-1.224434585,-1.106243533,-0.86428451,1.795835455,-1.351289828,-1.281471642,-1.49650936,0.253383411,-0.290967877,-1.358332333,0.608927356,-0.901405604,0.049949394,0.970607876,0.824607233,0.497835369,1.204223264,-0.352630767,-0.918427141,-1.070951292,-0.293169466,-0.823126173,0.499427987,1.661328465,-1.295178088,-0.82238632,-1.175674264,0.18190156,-1.107216562,1.694370096,-1.236805367,-0.109215861,-1.206404236,-1.096249595,0.027253155,-1.140945625,-1.443182742,-1.282671359,-1.111445188,-1.002062002,-0.78786495,0.406864967,-1.172522072,-0.308252368,-1.274311753,-1.386739829,-1.312037018,-1.388120699,-1.279077724,-1.460839564,-1.318299038,-1.434274662,-1.017871655,-1.362323527,-1.519528415,-1.554467507,-1.111119203,-1.349102736,-1.211881926,1.386739829,-0.073200216,-1.390428049,-0.912546175,-1.295178088,-0.521457689,-0.765992541,-0.970889494,0.076726212
-0.344970663,-0.004043527,-0.03798302,-0.508010178,-0.750757803,0.554577597,0.134898884,-0.586646068,-1.171473927,-1.093368564,0.113284479,0.063332126,-0.529531083,0.328411373,-0.525893815,-0.634522427,-0.98392825,-0.322664842,-0.047309198,0.21201637,-0.360874462,-0.172436469,0.191024878,-0.326000228,-0.564858505,-0.651166548,0.237981972,-0.339751008,0.461932661,0.047309198,-0.410113702,-0.705607855,0.167977212,-0.06033772,0.566096214,-0.382349326,-0.812564228,0.106740199,-0.833283093,0.165481492,0.003867721,0.50381424,-0.314157264,0.193173826,-1.140945625,0.263744979,-0.88334207,-0.723536171,-0.404765132,-0.933270505,0.089251508,0.202496383,-0.639044135,-0.879453266,0.040446184,-0.726050934,-0.135253716,0.181722825,-0.013537402,-0.573955321,0.770006369,-0.510812442,-0.389546484,-0.824360264,-1.028255986,-0.045901229,-0.850825957,-0.591665049,0.329524852,0.237981972,-0.46486864,-0.581017315
-0.159246664,-0.050125419,-0.159068618,-0.378569311,-0.179757123,-0.294270793,-0.233101714,-0.31120346,-0.122844384,-0.252112834,-0.398856969,-0.230573401,-0.078136875,0.828565601,-0.195861267,-0.213275146,0.065093805,-0.22119528,-0.603223617,-0.989649738,-0.575821874,0.055935157,-0.263744979,-0.287668133,-0.035168256,-0.398285953,-0.230934498,-0.425268377,-0.290234328,-0.192099241,-0.410113702,-0.242867905,-0.225701513,-0.215793714,-0.130642206,0.430855899,-0.246128411,-0.141643657,-0.346277041,0.024439333,-0.204111668,-0.341055049,0.082546212,-0.202137503,0.282358442,-0.210038972,-0.235812276,0.07637357,-0.06967513,-0.305119771,-0.088016029,-0.186550724,-0.191741096,0.093665058,0.456657895,0.154085359,0.275960765,-0.071437562,-0.48395313,-0.428927656,0.083957535,-0.285836296,-0.244316698,-0.345717093,-0.229851297,-0.360874462,-0.22443931,-0.624021798,-0.220474702,-0.256652494,-0.025494492,-0.147861647
0.392772787,0.076197252,0.420846324,0.475865376,0.444787182,0.408202159,0.886462757,0.72582213,0.087310102,0.749360318,0.681015043,0.653994353,0.169047126,0.46937828,-0.030946626,0.141110945,0.573126383,0.63882852,-0.26629422,0.513217579,-0.380269645,0.309727577,0.03745523,0.222456569,0.956345992,0.444010978,0.744016785,0.940085869,0.838268992,0.615500628,0.157288435,0.09136979,0.505211897,-0.236535384,0.191203924,0.348517924,0.675041625,0.00070322,0.654212093,0.310465434,0.217053511,0.276874021,0.214714161,0.031826084,-0.000527415,0.302358201,0.214714161,-0.195682061,0.337702967,0.174935146,0.564652304,-0.228768366,0.581017315,0.333239412,0.156576502,0.284920738,-0.004570947,-0.021625706,-0.045725239,0.082369808,0.550686229,0.657700163,0.586646068,0.27267494,-0.119302416,-0.130996838,-0.33602835,-0.750990859,0.405528501,0.251749886,0.545986749,0.103558165
-1.995308367,0.414132835,-1.340850057,0.9577356,0.956901613,-1.162443389,-1.718495524,1.579062229,-1.726243869,-1.636680274,1.305826028,1.700309092,1.730943085,1.517857374,1.432801003,1.466999432,1.879496413,-0.415474031,-1.487945281,1.484761713,-1.507371233,1.324613184,-0.986212971,-0.082546212,-0.194069484,0.82115423,1.70180325,1.379874813,1.745274964,1.668357525,1.364996427,1.468031504,0.568367603,1.751761419,-0.966953819,1.164518934,0.834527623,-1.757498156,-1.178486052,-0.097020572,-0.162630501,-2.019027516,1.121280209,0.001582246,0.261925142,1.440696796,-1.352605193,1.740457876,0.518036792,-1.731730015,-1.482120188,1.813756336,-1.319977667,-1.417271985,1.271150452,-1.811937904,-2.017679686,-0.523069634,1.498667615,-0.316004783,-1.399264225,1.23642771,1.049364522,0.349639021,-0.527913658,0.424113999,0.91174667,1.604014306,-1.202048006,1.830398651,1.716191018,0.750058877
-0.637535451,-0.305303959,-0.080429535,-0.840269195,-0.141466082,-0.21957414,-0.02514277,-0.028660145,-0.201958072,-1.337402413,-0.469967197,-0.323035262,-0.80987688,-0.502617031,-0.119833615,0.094371393,-0.575821874,-0.023560055,-0.858933271,-0.241781646,-0.575821874,-0.573540803,-0.442071636,-0.759408283,-0.669312123,-0.7871458,-0.518237853,0.073905341,-0.34347838,-0.971734811,-0.391064237,-0.206804996,-0.225701513,-0.660758801,-0.76787986,-0.669972096,-0.754725334,-0.467808631,-0.037807089,-0.695944257,-0.291151289,-0.713749258,-0.476456102,-0.838768728,-0.446146184,-0.83005334,-0.349078417,-0.262107087,-0.20285529,-1.004388333,-0.591246233,-0.587690467,-0.111515288,-0.346277041,0.014416513,-0.519847097,-0.226242567,0.267022891,-0.586437265,-0.018812249,-0.442071636,-0.422575708,-0.233643689,-0.544762783,-0.659665722,-0.764343372,-0.211117451,-0.085721924,-0.501221197,-0.75870478,-0.608081111,-0.51522413
0.508210207,0.641201924,0.166372702,0.408966597,0.913613091,0.247940932,0.862753064,0.210218701,0.516830865,0.184404461,0.256289128,0.296474519,0.364066075,0.769060825,0.595649,0.5835167,0.541706429,-0.001406441,0.323961508,0.526297612,0.032881467,0.333796992,0.154619094,0.023384201,0.452174582,0.261015549,-0.218313652,0.455292441,0.360311619,0.244497833,0.247578363,0.305856582,1.001481266,0.076549889,0.515424899,0.571262712,0.353566334,0.518841162,0.614226313,0.10691701,0.186192954,-0.119479479,0.29482159,-0.026197948,0.687235475,0.109923315,0.826337426,0.790265067,0.705833372,0.560533312,0.837519781,0.873001308,0.551504769,0.983643021,1.304178246,0.355625673,0.091546332,0.637104665,0.163164961,0.284920738,0.429313177,0.831542917,0.549050253,-0.162096088,-0.086957154,-0.278518466,-0.229129313,-0.048541247,-0.192636506,0.140400724,-0.092075974,-0.030946626
-1.266040264,-1.279476201,-0.357311709,-1.559192758,-1.638023707,-1.15077537,-1.6516236,-1.081303005,-1.751761419,-1.49704827,-1.629343671,-1.548609326,-1.495432841,-1.470100352,-1.618826307,-1.416792187,-1.670482401,-1.582742569,-1.515635892,-1.480014389,-1.500832874,-1.291526272,-1.559192758,-1.635339789,-1.686300309,-1.683392883,-0.71715549,-1.405373556,1.058863511,-1.699563433,-1.458798542,-0.566302583,-0.898506284,-0.972016738,-1.280273766,0.983643021,-0.0663271,-1.345616751,-1.679778495,-0.607235302,-1.459818293,-1.29031282,-1.435751441,-1.29031282,-1.553291602,-1.728588705,-1.741257921,-1.604651018,-1.574795354,-1.4927491,-1.089859581,0.148572634,-1.612988118,-1.909100539,-1.416312714,-1.360103523,0.356374897,-1.577230051,-1.42450845,-1.869311679,-1.047536921,-0.373851881,-1.378964378,-1.200239626,-1.480540223,-1.300074208,0.505611408,-1.343879874,-0.812808824,-0.01424069,0.179935795,0.021625706
1.149753345,0.624876402,0.621887278,1.033340024,0.679907026,1.178838181,0.963312628,-0.234727844,0.79002485,0.578105945,0.544558868,0.72902886,0.926768293,1.00293374,0.73316285,0.796526794,1.012867237,0.993386142,1.022901696,0.823866477,-0.060513847,1.36992223,0.8566474,1.04147003,0.926768293,1.041167691,0.999451345,0.444010978,1.034239983,0.637104665,0.55519279,0.76152105,1.439704906,0.921379566,0.759877493,0.780691657,0.917891196,0.900086793,1.036643978,0.955513113,1.017576572,0.412026745,0.884901337,0.969763483,0.887244279,0.645093492,0.944196126,0.604700474,0.735234549,0.910149404,0.15533081,1.10819064,0.906166362,0.964431633,0.690801968,1.341282135,0.687680808,1.095929031,0.976538118,0.922186167,1.09560858,1.227043014,0.839518725,0.972580823,0.829557223,0.998872123,1.087951234,0.708768371,1.011986735,0.779738254,0.812075183,0.940359392
1.819247921,1.036944899,1.52738328,1.4446786,1.420639745,1.815580785,1.301303119,1.671192373,1.500832874,1.455748357,1.703301218,1.406318121,1.700309092,1.432310475,1.241351077,1.52738328,1.577840189,1.788825846,1.853408582,1.710849,1.472175511,1.746889696,1.710089828,1.545119771,1.516190561,1.594540706,1.828524357,1.175674264,1.805620126,1.43133045,1.179895447,1.233412783,1.669773271,1.327153689,1.745274964,1.681221615,1.611698181,1.601473939,1.395996104,1.654380542,1.879496413,1.581513408,1.446678121,1.668357525,1.469065142,1.601473939,1.406790874,1.367231316,1.484761713,1.61947841,1.457780307,1.505184626,1.550361197,1.289504906,1.255531129,1.855370942,1.461862361,1.484761713,1.477391336,1.592663066,1.90476818,1.652311659,1.413920223,1.570556959,1.583974126,1.58892454,1.543382027,1.509565071,1.251289134,1.609768291,1.398328951,1.283472198
-0.312495413,-1.391353065,-0.485732717,-1.805620126,0.131528816,0.534594504,0.927578924,-0.527307479,0.552733274,-0.292068495,0.197115889,-0.906961819,0.061922925,0.315080889,0.154797016,-0.646176216,-1.185911693,0.716019157,0.70222939,-1.176727594,-0.729946446,0.941728062,-1.611698181,0.919231553,0.542928362,0.412600951,0.750058877,0.008438742,0.56320957,-1.503005192,-0.266112074,0.532162359,0.709220451,-0.236535384,0.639691159,0.30659356,0.999451345,0.522263492,0.482175074,-1.06349427,0.227144472,-0.84152103,-0.204829743,0.687458124,-0.321553846,-0.456267679,0.419694101,0.398285953,0.427578835,0.41049619,0.393152621,0.442847173,0.678578506,0.155686697,-1.277485842,0.382916798,0.116469921,-1.260962925,0.285653166,0.852089031,-0.408584348,0.095607593,-0.789784679,0.900086793,0.548437141,0.167620617,0.206445799,-1.302123486,-0.841270557,-0.323220489,0.177077738,0.446728866
-1.075328856,-0.48513935,-0.751923494,-0.368578213,-0.438585001,-0.951082236,-0.119833615,-0.211476998,-0.526297612,-0.180650537,-0.593760691,-0.176363451,-0.901405604,-0.711935983,-0.010724313,-0.163877646,-0.738001733,-0.476653048,-0.704255504,-0.325629451,-0.679021213,-0.628085244,-0.912279609,-0.617413976,-1.054255348,-0.7871458,-1.014042462,-0.009141989,-0.990797928,-0.815012375,-0.654212093,-1.073763078,-0.170830746,-0.395813047,-0.772847144,-0.320443246,-0.435876858,-0.928931333,0.104795496,-0.858679064,-0.541706429,-0.949425464,-0.389925838,-0.505211897,-0.193711202,-0.439359347,-0.206804996,-0.440715086,-0.186729618,-0.457438537,-0.511413449,-0.651818656,-0.707412999,0.129401124,-0.360686835,-0.837769466,-0.603856395,-0.363314775,-0.88933099,-1.035741779,-0.645959611,-0.675704146,-0.9154827,-0.785230053,-0.446534622,-0.62082108,-0.96052038,-0.178863853,-0.9149482,-0.624235406,-0.721253987,-0.83179136
-1.380786393,-1.636680274,-1.199156479,-0.968919781,0.184940947,-1.821090701,-1.289908758,-1.357006732,0.630871479,0.398095643,0.555603036,-1.499208271,-1.139261953,-1.64819498,-0.200343491,0.321924134,0.126387894,-0.01300994,-0.01758141,1.086046841,-1.871333139,-1.401138452,-1.923433858,-2.055432135,0.242686842,0.171009138,-1.742059083,-0.972016738,-1.169033246,-0.79725131,0.544762783,-1.513421864,0.138092993,-0.027780769,-1.880525674,-0.713749258,-1.128894484,-1.359660325,0.362000493,-1.390428049,-1.550361197,-1.773367894,-0.364066075,-1.854388869,-1.503005192,-1.9940231,0.542520961,-1.017281578,0.444399046,-1.075642328,-0.323961508,-1.732518018,-1.062257174,0.164412214,-2.101134963,-1.931318469,-1.084146379,0.21813361,-1.335684537,-0.568367603,-1.926798318,-1.46596892,-1.859317235,-1.650936322,-2.214535311,-1.63200137,-1.713895591,-2.008346002,-1.90476818,-1.421122171,-0.961636379,-2.042522464
-0.86249802,0.475078,0.731553702,0.574577282,1.311205961,-0.907227099,1.099461451,0.613377324,1.027361559,1.000030902,1.357448334,0.578105945,0.114346164,-0.756362479,1.140608632,0.832785643,0.275778141,0.322109294,0.592083969,1.487413639,0.466436134,0.302174178,-1.356124321,0.58706375,0.882303751,0.461150406,-0.218313652,0.669752072,0.094724578,-0.374417531,0.608927356,-0.072318861,0.892992085,0.498034377,0.499029714,0.203393698,0.203573181,0.505012171,0.671292917,0.660321474,0.76858831,-0.247578363,0.402095192,0.005625791,0.165125045,0.766228306,1.279476201,0.709220451,0.784034173,0.479609458,0.555808194,-0.151417337,0.573540803,0.754725334,0.708316436,-0.505811195,0.243411143,0.796044015,0.083075438,0.038686757,-1.387199825,-0.179935795,0.683677702,-0.314711407,-0.083604688,-0.572297839,-0.055583,-0.407246947,-1.100427222,0.326556477,-0.167977212,-0.662947331
-1.385820716,-0.445563654,0.333982875,-0.55519279,-0.091546332,0.47822928,0.338447545,-0.485732717,-0.837270148,-0.431048811,0.090134076,0.235993041,-0.245947203,-0.280163664,0.395622924,-0.33584234,0.093135337,0.527307479,-1.314952877,0.315080889,0.484348461,0.352630767,0.350947523,0.360311619,-0.53885839,0.091722876,0.310465434,0.472521055,0.487909859,-0.909617498,-0.044493351,0.646826215,-0.106740199,-0.509610982,0.570021366,0.366697249,0.480398541,0.115407977,0.256107458,0.704255504,0.774032642,0.100907272,0.441296365,-0.22498021,0.666016621,0.320073134,-0.119656545,-0.072671396,0.096137438,0.063508285,0.270303676,0.264473158,-0.443041099,0.033936886,-0.226422934,0.475471651,-0.860714278,0.126387894,0.074963097,0.051181604,0.550686229,-0.212555805,0.938719309,0.439165736,0.542317294,0.628727788,0.595229193,-0.689909522,0.095254378,0.605544984,-0.286935283,0.644011523
0.192636506,0.448089047,0.218673756,0.741237275,0.834527623,-0.214174479,0.796768253,0.070732563,0.806951881,0.223177464,0.159602771,-0.96052038,0.285836296,0.479806701,0.398856969,0.574992047,0.730175938,0.362375938,0.534797326,0.236716181,0.320073134,0.934630104,0.070556318,0.0888985,0.911480297,0.461150406,0.06262751,0.250661243,-0.79315123,0.566302583,-0.996847482,0.705607855,0.852594641,0.60427838,0.744016785,0.034816431,0.455682484,0.55355274,0.680571735,0.690132582,0.799669393,0.955790665,0.628299396,-0.456072596,0.917891196,0.378191608,0.89168318,1.167989368,0.624235406,0.764343372,0.504812465,0.249754268,0.856901165,0.78451239,1.240591678,0.108154782,-0.737540144,0.970607876,0.399047337,0.73846348,-0.448866666,0.136495764,0.372532494,0.36012403,0.505811195,0.096667309,-0.028660145,0.399808952,-0.658791826,-0.338819904,0.249935646,-0.03376098
-1.136239457,0.181544096,-0.451785159,-1.524005392,-1.46596892,-0.432785745,-1.03514078,1.288697833,-0.763872562,-1.020531402,-1.524567166,-1.43133045,-0.200881626,-0.933814138,0.325444079,-1.349539638,1.795835455,1.52907878,1.390428049,0.583933618,1.920091031,0.827574794,-0.474881202,1.429862986,-0.210937687,0.817710991,1.684118405,0.980226492,-1.111119203,-0.681015043,0.46898576,-1.20277246,-0.014064867,2.320026228,-1.053336399,1.553879286,0.063332126,-1.088269017,0.176363451,1.513421864,-1.288697833,-1.268001803,0.506410674,1.011400169,-0.439746619,-0.560533312,-1.142970309,1.347793572,-0.005274176,-0.890114506,-0.979374146,-1.058555601,-1.426937259,-0.798459768,-1.017871655,-1.060713085,0.188876813,-0.763401922,-1.194479017,-0.763401922,-0.823619659,-0.223177464,-0.279797999,1.841781729,1.49221364,-1.284675002,-1.51897093,0.260469897,1.128562067,0.651166548,1.56754672,1.879496413
0.875319814,-0.236354596,0.225701513,-0.211117451,0.316374416,0.329339244,0.258833406,0.459586742,0.465652244,0.4849416,0.461345943,0.301622172,0.568987582,0.533783439,0.047661204,0.325258719,0.644011523,0.185656344,0.642498032,0.181007943,0.078489564,0.622100602,-0.112930613,0.274682592,0.609138985,0.55929947,0.8619881,0.337889094,0.505411642,0.199805413,0.393722477,0.139513047,0.308068014,-0.428542199,0.368954562,0.480793195,0.632803283,0.223898475,0.237439444,0.318223231,0.456267679,0.269756677,0.078313218,0.446340394,0.412409534,0.52852003,0.404955952,0.302726277,0.143952544,0.477243996,-0.013537402,0.281626699,0.296841947,0.397334548,-0.316004783,0.529733359,0.14839488,0.55232368,0.422191291,0.521860548,0.24649085,0.46486864,0.147861647,0.563827741,0.299415064,0.366133213,0.557244955,-0.419502118,0.414515958,0.010724313,0.765756818,0.601537391
-0.855379404,0.069322669,-0.251931356,-0.265019384,-0.261925142,-0.750524787,-0.353004957,-0.194427791,-0.165659723,-0.323405727,-0.241962669,-0.346463715,-0.215433835,0.140755825,0.196578156,-0.308436732,0.154441178,-0.971171189,-0.26629422,-0.018460578,-0.232198575,0.471145519,0.414707542,0.184404461,0.064917628,-0.118240119,-0.481582728,-0.37328635,-0.299966704,-0.271580321,-0.266112074,0.174399624,-0.04977337,-0.278152969,0.07302394,0.512616017,-0.266112074,-0.171544346,-0.149283696,-0.147328456,-0.286385746,-0.703579812,-0.132238179,0.239248146,0.325258719,0.124793121,-0.021274015,0.0474852,-0.275047738,-0.39714431,-0.317298688,-0.704480807,-0.191741096,0.270486027,0.636673998,0.355625673,0.024966909,-0.14217641,-0.563003561,-0.841771555,-0.191203924,0.217593529,0.00685645,-0.058752667,0.322109294,0.286019437,0.318778087,0.521457689,0.249028835,-0.508210207,-0.215613771,0.451201153
-0.008790365,0.931369959,-0.671953767,-0.252838828,-0.210398438,-0.560533312,-0.233101714,-0.369519183,-0.269756677,0.669752072,-1.114711551,-0.145729133,0.042381699,0.00298869,-0.706510139,-0.446923127,0.016350597,-0.575821874,-0.455292441,-0.112576761,0.773795455,0.043613473,-0.184404461,-0.178327959,-0.149639255,-0.016174769,-0.194965297,-0.457633741,-0.372909396,0.6743794,-0.169760509,-0.127982989,0.836771039,-0.499029714,0.024615191,-0.148572634,0.071790075,0.813053468,-0.283273334,0.925418592,0.212555805,0.667114316,0.005098368,-0.015647287,0.317853381,0.230392864,-0.367637568,0.291701583,-0.447506011,-0.55765567,-0.468593311,-0.249028835,-0.290234328,-0.039038633,0.693482614,0.059633234,0.156576502,0.76152105,0.034288701,-0.158712541,-0.52407779,0.084839696,-0.075844625,-0.029891308,-0.417966809,-0.002109662,0.016702255,-0.115054025,-0.476850012,-0.212375986,-0.222096164,-0.067208087
-0.228046561,-0.754024319,-0.745640823,0.148928156,-0.064741453,0.394292461,0.203393698,-0.807926112,0.609774037,-0.270486027,-0.318963061,0.460172984,-0.384052113,-0.130996838,0.812564228,-0.03639968,0.144485473,-0.415474031,0.297209414,-0.672174116,-0.310280954,-0.648777852,-0.592712545,-0.187624177,-0.079547693,-0.296658228,-0.729487576,-0.311387993,-0.009845241,-0.540485304,0.088192518,-0.627014913,-0.707864645,-0.464672783,0.158356485,0.173685672,0.315635193,0.263744979,0.414515958,-0.368013787,-0.036751525,0.378191608,-0.023384201,-0.417391323,0.174221128,-0.210038972,-0.435683541,-0.362000493,0.476850012,0.486919963,-0.488107896,0.053646258,-0.242505787,0.572504939,0.525086479,-0.123552961,0.072671396,0.130996838,-0.410687457,-0.124793121,-0.040974037,-0.588526447,-0.04114999,0.010372683,-0.565270978,-0.775219229,-0.277787509,-0.2648373,-0.1425316,-0.074081628,-0.94722048,-0.348517924
0.349265273,0.433751272,1.016102484,1.286683815,1.518413917,0.523472833,0.986784956,1.138589388,0.995115322,1.30541375,1.210051994,0.588526447,1.065042933,1.115366252,1.035741779,1.234542066,1.412488604,0.347397264,1.127565564,1.094327899,0.492271105,0.36143742,0.37649261,0.335656341,0.854112782,0.478426392,-0.099670432,0.89613972,0.821646917,0.685455504,1.161752652,0.491080749,0.057343855,0.517634733,0.615925621,0.788824451,0.601958787,0.416432485,1.08193411,0.416624222,0.487909859,0.614014024,1.012867237,0.438004415,1.119633514,1.534762432,1.57176505,0.798459768,0.970326335,0.691025165,1.373525618,1.048450284,1.010520972,1.288294611,1.704803018,0.835274961,0.736617436,0.946669954,1.373977298,0.818939605,0.348331117,0.656391201,0.845787172,0.210218701,0.3593738,0.063332126,0.308621107,0.601748076,0.159602771,0.711030224,0.902725984,0.109569581
0.778071502,0.081311439,0.218673756,0.783317183,0.571262712,0.81134198,0.55355274,0.690132582,0.683455629,0.920573563,-0.041677858,0.837270148,0.262652972,0.299598934,0.689240549,0.509811174,0.238343697,0.678799843,0.838768728,0.462519537,0.615713111,0.631729768,0.785708719,0.657045541,0.631944412,0.772136366,0.679021213,0.073905341,0.423729332,0.637104665,0.752156755,0.305856582,-0.19604048,0.586437265,0.680793372,0.303094393,0.363314775,0.337144656,0.414515958,0.641849843,0.772610175,1.030944216,0.719430941,0.050829536,0.578313737,0.608715754,0.560327612,0.580601104,0.513819327,0.381025702,0.253201875,0.588317414,0.444399046,0.388598344,0.615500628,0.776882287,0.513819327,0.631944412,0.817219891,0.430277258,0.035696003,0.33602835,0.697064581,0.679021213,0.675925052,0.376681334,0.657918433,0.183152867,0.496641735,0.544558868,0.587481535,0.658791826
0.588944592,-2.231171072,-1.913469028,-1.705555362,-1.827589614,-0.024263476,-0.671953767,-1.908014088,-0.201958072,-0.101790823,0.248303534,0.229851297,0.36143742,0.315080889,-1.791444142,-0.483360275,-1.960504286,0.397905348,0.671513168,-0.585602308,-1.840823991,-0.279980827,-1.261352336,-0.51021162,0.457243351,0.644877038,-1.872346744,-1.99018694,0.394672522,-1.547444046,-2.652259299,-0.623167649,-2.239726087,-1.726243869,-0.124970302,-1.161062469,-0.047309198,-0.0888985,0.484150786,-0.940085869,-1.179542878,-2.676731313,-1.024980428,-1.781043674,0.235631518,-0.448089047,0.167798912,-0.850573505,0.130110289,0.47291423,-2.157070904,0.548232816,-2.1240578,-1.971432485,-2.096363735,0.185119787,-0.020043117,-1.163826529,-2.179199181,0.505811195,-0.179042495,-1.923433858,-2.322627233,0.174399624,-2.945315119,-2.91942273,-0.353004957,-2.522796162,-2.237571941,-1.075642328,-0.102497721,-1.030944216
-0.268480661,-0.975405904,-0.504812465,-1.050279639,-0.663166359,0.056639492,-1.196634593,0.487909859,-1.102684688,-0.94447071,-1.287488795,-0.851078464,-0.934630104,-0.926768293,-0.368954562,-0.13738307,-1.297622259,-1.00642834,-0.172079604,0.003516108,-0.673055837,-0.78451239,-0.069498898,-0.990797928,-1.302123486,0.501021872,0.446728866,-0.475471651,-0.120719021,-0.588944592,-0.863008165,-0.185119787,-1.156589697,-1.136574777,0.123552961,0.096843939,-0.726737576,-0.284554582,-1.011693408,-1.160717585,-0.446923127,-0.94282427,0.018460578,-0.992810409,-0.111869098,-0.938173175,-1.069704323,-0.150883862,-1.0703276,-0.773795455,0.145551453,0.295188838,-0.757064733,-0.38632423,-0.274134941,-0.015823114,-0.981648653,-0.580809197,-0.005274176,-0.500822567,0.496045183,-0.488107896,0.147861647,-1.250136127,-0.40571938,-0.137915505,-0.229129313,-0.235450768,0.064741453,-0.932998792,-1.286281637,0.199088066
-1.393670829,-0.276508691,-0.196936639,-0.585184983,0.654647665,-1.489542736,-0.896402423,-1.169033246,-1.695109206,-0.912013107,-1.114711551,0.11788605,-0.227685703,-0.711935983,0.516027331,0.223537955,-1.054561862,-0.415474031,-1.479488964,0.608504179,-1.296806675,-0.48513935,-1.204223264,-1.597682657,-1.53021156,-1.646147073,-1.096891061,-1.123260265,-1.299665007,-0.639475454,-1.132559333,-0.86428451,-1.489009829,-1.624720201,-1.310790772,-0.682345768,-1.586444473,-1.250136127,-0.062803661,-1.40915937,-1.506277029,-1.21702745,-1.40915937,-1.687759383,-0.915215417,0.025494492,0.679907026,-0.175649254,0.045197279,-1.606565068,0.557244955,-1.220352376,-1.345182151,-0.688126277,-0.902725984,-1.275104072,-1.089859581,0.293536536,0.581017315,-0.607446713,-0.848807858,-1.572369956,-1.074389073,-0.972016738,-1.1302254,-0.662947331,-0.174756633,-0.442265495,0.47193143,-1.791444142,-1.184137758,-1.512317627
